JR湘南新宿ライン,新宿駅,逗子・小田原方面
[平日]
16:10,特急,成田空港(鉄道)行,
16:15,快速,逗子行,
16:30,快速,平塚行,
16:40,特急,成田空港(鉄道)行,始発
16:45,普通,逗子行,
17:00,特別快速,小田原行,
17:09,特急,成田空港(鉄道)行,始発
17:15,快速,逗子行,
17:32,快速,平塚行,
17:39,特急,成田空港(鉄道)行,始発
17:49,普通,逗子行,
18:03,快速,小田原行,
18:20,普通,逗子行,
18:31,快速,国府津行,
18:40,特急,成田空港(鉄道)行,始発
18:49,普通,逗子行,
19:04,快速,平塚行,
19:20,普通,大船行,
19:31,快速,平塚行,
19:40,特急,成田空港(鉄道)行,
19:46,普通,逗子行,
20:06,快速,国府津行,
20:15,普通,逗子行,
20:29,快速,国府津行,
20:46,普通,大船行,
21:06,快速,国府津行,
21:20,普通,大船行,
21:43,普通,逗子行,
22:00,快速,小田原行,
22:26,普通,大船行,
22:43,快速,小田原行,
22:58,快速,国府津行,
[日曜・祝日]
05:55,特急,成田空港(鉄道)行,
06:07,特急,成田空港(鉄道)行,
06:34,特急,成田空港(鉄道)行,
06:40,快速,小田原行,
06:51,特急,成田空港(鉄道)行,
07:06,特急,成田空港(鉄道)行,始発
07:16,普通,大船行,
07:18,特急,伊豆急下田行,
07:18,特急,伊豆急下田行,
07:37,快速,平塚行,
07:53,普通,大船行,
08:00,快速,小田原行,
08:02,特急,成田空港(鉄道)行,始発
08:16,普通,大船行,
08:23,快速,国府津行,
08:30,特急,伊豆急下田行,
08:44,普通,逗子行,
08:53,特別快速,小田原行,
09:13,普通,逗子行,
09:25,特急,伊豆急下田行,
09:31,快速,国府津行,
09:39,特急,成田空港(鉄道)行,
09:50,普通,逗子行,
10:00,特別快速,小田原行,
10:05,快速,国府津行,
10:09,特急,成田空港(鉄道)行,始発
10:15,快速,逗子行,
10:30,快速,平塚行,
10:40,特急,成田空港(鉄道)行,
10:45,普通,逗子行,
11:00,特別快速,小田原行,
11:15,快速,逗子行,
11:30,快速,平塚行,
11:40,特急,成田空港(鉄道)行,始発
11:45,普通,逗子行,
12:00,特別快速,小田原行,
12:15,快速,逗子行,
12:30,快速,平塚行,
12:40,特急,成田空港(鉄道)行,
12:45,普通,逗子行,
13:00,特別快速,小田原行,
13:10,特急,成田空港(鉄道)行,
13:15,快速,逗子行,
13:30,快速,平塚行,
13:40,特急,成田空港(鉄道)行,
13:45,普通,逗子行,
14:00,特別快速,小田原行,
14:10,特急,成田空港(鉄道)行,始発
14:15,快速,逗子行,
14:30,快速,国府津行,
14:40,特急,成田空港(鉄道)行,
14:45,普通,逗子行,
15:00,特別快速,小田原行,
15:10,特急,成田空港(鉄道)行,
15:15,快速,逗子行,
15:30,快速,平塚行,
15:40,特急,成田空港(鉄道)行,始発
15:45,普通,逗子行,
16:00,特別快速,小田原行,
16:10,特急,成田空港(鉄道)行,
16:15,快速,逗子行,
16:30,快速,平塚行,
16:40,特急,成田空港(鉄道)行,始発
16:45,普通,逗子行,
17:00,特別快速,小田原行,
17:09,特急,成田空港(鉄道)行,始発
17:15,快速,逗子行,
17:32,快速,平塚行,
17:39,特急,成田空港(鉄道)行,始発
17:49,普通,逗子行,
18:03,快速,小田原行,
18:20,普通,逗子行,
18:31,快速,国府津行,
18:40,特急,成田空港(鉄道)行,始発
18:49,普通,逗子行,
19:04,快速,平塚行,
19:20,普通,大船行,
19:31,快速,平塚行,
19:40,特急,成田空港(鉄道)行,
19:46,普通,逗子行,
20:06,快速,国府津行,
20:15,普通,逗子行,
20:29,快速,国府津行,
20:46,普通,大船行,
21:06,快速,国府津行,
21:20,普通,大船行,
21:43,普通,逗子行,
22:00,快速,小田原行,
22:26,普通,大船行,
22:43,快速,小田原行,
22:58,快速,国府津行,
